strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,long,lat,spatial_country,president,avg_ppl_killed,avg_civ_killed
Ob69,2010-02-14T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,7,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,6,0
Ob70,2010-02-15T00:00:00Z,Tappi,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.147069,32.9464908,Pakistan,Obama,4.5,0
Ob71,2010-02-17T00:00:00Z,Tabbi,Pakistan,North Waziristan,4,4,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob72,2010-02-18T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,4,0
Ob73,2010-02-24T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,5,13,5,6,1,1,6,6,NA,NA,NA,NA,NA,NA,71.5397536,33.1934617,Pakistan,Obama,9,5.5
Ob74,2010-03-08T00:00:00Z,Miram Shah,Pakistan,North Waziristan,9,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,9,0
Ob75,2010-03-10T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,7,8,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,7.5,0
Ob76,2010-03-10T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,7,7,4,7,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,7,5.5
YEM009,2010-03-14T00:00:00Z,"Jeezat al Qotn
Moudia district",Yemen,Abyan,2,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Airstrike,1,1,48.4645118,15.839829,Yemen,Obama,2.5,0
YEM010,2010-03-15T00:00:00Z,Moudia,Yemen,Abyan,7,20,0,20,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1,48.516388,15.552727,Yemen,Obama,13.5,10
Ob77,2010-03-16T00:00:00Z,Datta Khel,Pakistan,North Waziristan,7,11,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,9,0
Ob78,2010-03-17T00:00:00Z,Hamzoni,Pakistan,North Waziristan,3,5,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.98481029999999,32.975042,Pakistan,Obama,4,0
Ob79,2010-03-17T00:00:00Z,Mizar Madakhel,Pakistan,North Waziristan,5,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,5,0
Ob80,2010-03-21T00:00:00Z,Inzar,Pakistan,North Waziristan,5,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.5952819,33.1983646,Pakistan,Obama,6.5,0
Ob81,2010-03-23T00:00:00Z,Machis,Pakistan,North Waziristan,6,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6,0
Ob82,2010-03-27T00:00:00Z,Hurmuz,Pakistan,North Waziristan,4,4,0,4,0,0,5,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,2
Ob83,2010-03-31T00:00:00Z,Tappi,Pakistan,North Waziristan,5,6,5,6,1,1,2,2,NA,NA,NA,NA,NA,NA,70.147069,32.9464908,Pakistan,Obama,5.5,5.5
Ob84,2010-04-12T00:00:00Z,Boya,Pakistan,North Waziristan,13,13,8,13,2,2,2,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,13,10.5
Ob85,2010-04-14T00:00:00Z,Ambar Shaga,Pakistan,North Waziristan,4,5,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4.5,0
Ob86,2010-04-16T00:00:00Z,Toorikhel,Pakistan,North Waziristan,3,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
Ob87,2010-04-24T00:00:00Z,Machi Khel,Pakistan,North Waziristan,7,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan,Obama,8,0
Ob88,2010-04-26T00:00:00Z,Khushali,Pakistan,North Waziristan,3,8,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,5.5,0
Ob89,2010-05-03T00:00:00Z,Machi Khel,Pakistan,North Waziristan,4,6,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan,Obama,5,1
Ob90,2010-05-09T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,10,0,4,0,0,4,4,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,7.5,2
Ob91,2010-05-11T00:00:00Z,Datta Khel,Pakistan,North Waziristan,8,14,0,4,0,0,12,12,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,11,2
Ob92,2010-05-11T00:00:00Z,Gurwak,Pakistan,North Waziristan,7,15,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,11,0
Ob93,2010-05-15T00:00:00Z,Khyber,Pakistan,Khyber Agency,5,15,0,2,0,0,15,15,NA,NA,NA,NA,NA,NA,72.331113,34.9526205,Pakistan,Obama,10,1
Ob94,2010-05-21T00:00:00Z,Boya,Pakistan,North Waziristan,11,11,10,10,7,7,7,10,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,11,10
YEM011,2010-05-24T00:00:00Z,NA,Yemen,Marib,3,4,3,4,0,0,2,3,Confirmed,TRUE,FALSE,Airstrike,1,1,NA,NA,NA,Obama,3.5,3.5
Ob95,2010-05-28T00:00:00Z,Mizai Nari,Pakistan,South Waziristan,8,12,0,11,0,0,4,4,NA,NA,NA,NA,NA,NA,72.4095401,32.4702001,Pakistan,Obama,10,5.5
Ob96,2010-06-10T00:00:00Z,Norak,Pakistan,North Waziristan,2,7,4,4,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4.5,4
Ob97,2010-06-11T00:00:00Z,Maizer,Pakistan,North Waziristan,10,15,0,0,0,0,10,12,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,12.5,0
Ob98,2010-06-19T00:00:00Z,Haider Khel,Pakistan,North Waziristan,16,17,0,0,0,0,10,18,NA,NA,NA,NA,NA,NA,70.3018453,32.9448348,Pakistan,Obama,16.5,0
Ob99,2010-06-26T00:00:00Z,Khushali,Pakistan,North Waziristan,2,4,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,0
Ob100,2010-06-27T00:00:00Z,Tabbi,Pakistan,North Waziristan,5,6,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,5.5,0
Ob101,2010-06-29T00:00:00Z,Kari Kot,Pakistan,South Waziristan,7,10,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,8.5,0
Ob102,2010-07-15T00:00:00Z,Sheerani,Pakistan,North Waziristan,9,14,0,7,0,0,3,3,NA,NA,NA,NA,NA,NA,69.7644353,31.6942537,Pakistan,Obama,11.5,3.5
Ob103,2010-07-24T00:00:00Z,Dwasarak,Pakistan,South Waziristan,16,18,0,0,0,0,24,24,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,17,0
Ob104,2010-07-25T00:00:00Z,Shaktoi,Pakistan,North Waziristan,14,32,0,0,0,0,7,12,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,23,0
Ob105,2010-07-25T00:00:00Z,Tabbi,Pakistan,North Waziristan,4,12,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,8,0
Ob106,2010-07-25T00:00:00Z,Sararogha,Pakistan,South Waziristan,4,4,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,70.0026756,32.4742317,Pakistan,Obama,4,0
Ob107,2010-08-14T00:00:00Z,Issori,Pakistan,North Waziristan,13,14,7,7,1,1,5,6,NA,NA,NA,NA,NA,NA,70.2512498,32.974432,Pakistan,Obama,13.5,7
Ob108,2010-08-21T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,4,6,0,4,0,0,2,2,NA,NA,NA,NA,NA,NA,70.0592459,32.9684804,Pakistan,Obama,5,2
Ob109,2010-08-23T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,20,20,7,9,3,3,15,15,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,20,8
Ob110,2010-08-23T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,5,7,0,0,0,0,3,12,NA,NA,NA,NA,NA,NA,71.5397536,33.1934617,Pakistan,Obama,6,0
Ob111,2010-08-27T00:00:00Z,Shahidano,Pakistan,Kurram Agency,3,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6,0
Ob112,2010-08-27T00:00:00Z,Badshah Kot,Pakistan,Kurram Agency,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,0,0
Ob113,2010-08-27T00:00:00Z,Taaloo Ganj,Pakistan,Kurram Agency,2,3,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,2.5,1.5
Ob114,2010-09-03T00:00:00Z,Miram Shah,Pakistan,North Waziristan,6,9,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,7.5,0
Ob115,2010-09-03T00:00:00Z,Datta Khel,Pakistan,North Waziristan,2,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,3,0
Ob116,2010-09-04T00:00:00Z,Datta Khel,Pakistan,North Waziristan,7,8,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,7.5,0
Ob117,2010-09-06T00:00:00Z,Khar Qamar,Pakistan,North Waziristan,3,6,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,71.5219477,34.7300414,Pakistan,Obama,4.5,0
Ob118,2010-09-08T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,5,10,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,7.5,4
Ob119,2010-09-08T00:00:00Z,Ambar Shaga,Pakistan,North Waziristan,3,4,0,4,0,0,1,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,2
Ob120,2010-09-08T00:00:00Z,Danda Darpakhel,Pakistan,North Waziristan,10,10,0,0,0,0,2,5,NA,NA,NA,NA,NA,NA,70.0518027,32.9902185,Pakistan,Obama,10,0
Ob121,2010-09-09T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,6,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,4.5,0
Ob122,2010-09-12T00:00:00Z,Newey Adda,Pakistan,North Waziristan,5,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6,0
Ob123,2010-09-14T00:00:00Z,Bushnarai,Pakistan,North Waziristan,11,12,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,11.5,0
Ob124,2010-09-14T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,1,4,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.0592459,32.9684804,Pakistan,Obama,2.5,0
Ob125,2010-09-15T00:00:00Z,Darga Mandi,Pakistan,North Waziristan,11,15,5,5,0,0,1,5,NA,NA,NA,NA,NA,NA,71.5397536,33.1934617,Pakistan,Obama,13,5
Ob126,2010-09-15T00:00:00Z,Pai Khel,Pakistan,North Waziristan,4,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,71.6080009,32.7824239,Pakistan,Obama,5.5,0
Ob127,2010-09-19T00:00:00Z,Deegan,Pakistan,North Waziristan,3,9,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6,5
Ob128,2010-09-20T00:00:00Z,Darazinda,Pakistan,North Waziristan,3,6,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,70.1366499,31.703051,Pakistan,Obama,4.5,1.5
Ob129,2010-09-21T00:00:00Z,Khand Morsak,Pakistan,South Waziristan,7,8,0,0,0,0,4,5,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,7.5,0
Ob130,2010-09-21T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,16,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan,Obama,8,0
Ob131,2010-09-25T00:00:00Z,Datta Khel,Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,3,0
Ob132,2010-09-26T00:00:00Z,Lawra Mandi,Pakistan,North Waziristan,4,5,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4.5,0
Ob133,2010-09-26T00:00:00Z,Miram Shah,Pakistan,North Waziristan,3,5,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,4,0
Ob134,2010-09-26T00:00:00Z,Sheerani,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.7644353,31.6942537,Pakistan,Obama,2.5,0
Ob135,2010-09-27T00:00:00Z,Khushali,Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
Ob136,2010-09-28T00:00:00Z,Zeba,Pakistan,South Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob137,2010-10-02T00:00:00Z,Asar Village,Pakistan,North Waziristan,8,10,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,9,0
Ob138,2010-10-02T00:00:00Z,Inzarkas,Pakistan,North Waziristan,7,14,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,10.5,0
Ob139,2010-10-04T00:00:00Z,Mir Ali,Pakistan,North Waziristan,5,9,0,3,0,0,2,2,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,7,1.5
Ob140,2010-10-06T00:00:00Z,Miram Shah,Pakistan,North Waziristan,5,11,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,8,0
Ob141,2010-10-06T00:00:00Z,Hurmuz,Pakistan,North Waziristan,3,5,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob142,2010-10-07T00:00:00Z,Khaisoori,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,74.4408385,31.1178653,Pakistan,Obama,4,0
Ob143,2010-10-08T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.88505409999999,32.9570568,Pakistan,Obama,5,0
Ob144,2010-10-08T00:00:00Z,Char Khel,Pakistan,North Waziristan,5,8,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4350089,33.4573402,Pakistan,Obama,6.5,2
Ob145,2010-10-10T00:00:00Z,Shiva,Pakistan,North Waziristan,4,9,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,6.5,0
Ob146,2010-10-13T00:00:00Z,Datta Khel,Pakistan,North Waziristan,6,14,3,6,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,10,4.5
Ob147,2010-10-15T00:00:00Z,Aziz Khel,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.206603,33.0833342,Pakistan,Obama,5,0
Ob148,2010-10-15T00:00:00Z,Machi Khel,Pakistan,North Waziristan,3,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan,Obama,4,0
Ob149,2010-10-18T00:00:00Z,Datta Khel,Pakistan,North Waziristan,6,7,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,6.5,1
Ob150,2010-10-27T00:00:00Z,Mir Ali,Pakistan,North Waziristan,2,5,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,70.2775845,32.9700199,Pakistan,Obama,3.5,0
Ob151,2010-10-27T00:00:00Z,Deegan,Pakistan,North Waziristan,2,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,0
Ob152,2010-10-28T00:00:00Z,Ismail Khel,Pakistan,North Waziristan,4,8,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,69.6922041,32.9671694,Pakistan,Obama,6,2
Ob153,2010-11-01T00:00:00Z,Haider Khel,Pakistan,North Waziristan,5,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,70.3018453,32.9448348,Pakistan,Obama,5.5,0
Ob154,2010-11-03T00:00:00Z,Qutab Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.0592459,32.9684804,Pakistan,Obama,4.5,0
Ob155,2010-11-03T00:00:00Z,Khaso Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4.5,0
Ob156,2010-11-03T00:00:00Z,Pai Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71.6080009,32.7824239,Pakistan,Obama,4.5,0
Ob157,2010-11-07T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,8,9,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,8.5,0
Ob158,2010-11-07T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,6,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,4.5,0
Ob159,2010-11-11T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,8,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,6.5,0
Ob160,2010-11-13T00:00:00Z,Miram Shah,Pakistan,North Waziristan,4,4,0,4,0,0,1,1,NA,NA,NA,NA,NA,NA,70.1693949,32.9569289,Pakistan,Obama,4,2
Ob161,2010-11-16T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,20,20,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,20,4.5
Ob162,2010-11-19T00:00:00Z,Norak,Pakistan,North Waziristan,2,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,0
Ob163,2010-11-21T00:00:00Z,Khaddi,Pakistan,North Waziristan,5,9,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,70.2140444,32.9723841,Pakistan,Obama,7,1.5
Ob164,2010-11-22T00:00:00Z,Khesoor,Pakistan,North Waziristan,3,6,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,74.4408385,31.1178653,Pakistan,Obama,4.5,0
Ob165,2010-11-26T00:00:00Z,Pir Kelev,Pakistan,North Waziristan,2,4,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,2.5
Ob166,2010-11-28T00:00:00Z,Hassan Khel,Pakistan,North Waziristan,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71.69774,33.7716373,Pakistan,Obama,2,0
Ob167,2010-12-06T00:00:00Z,Khushali,Pakistan,North Waziristan,3,5,0,2,0,0,3,3,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,1
Ob168,2010-12-06T00:00:00Z,Kushali,Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3,0
Ob169,2010-12-10T00:00:00Z,Khadar Khel,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,71.4165779,33.4115941,Pakistan,Obama,4,0
Ob170,2010-12-14T00:00:00Z,Spalaga,Pakistan,North Waziristan,3,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,2
Ob171,2010-12-16T00:00:00Z,Tirah Valley,Pakistan,Khyber Agency,7,7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,7,0
Ob172,2010-12-17T00:00:00Z,Sandana,Pakistan,Khyber Agency,7,15,0,0,0,0,7,11,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,11,0
Ob173,2010-12-17T00:00:00Z,Nakai,Pakistan,Khyber Agency,11,15,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,13,0
Ob174,2010-12-17T00:00:00Z,Speen Drang,Pakistan,Khyber Agency,32,32,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,32,2
Ob175,2010-12-27T00:00:00Z,Shera Tala,Pakistan,North Waziristan,18,22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,20,0
Ob176,2010-12-27T00:00:00Z,Machi Khel,Pakistan,North Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.24678519999999,33.0291339,Pakistan,Obama,4,0
Ob177,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,6,0
Ob178,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,5,12,2,4,0,0,3,3,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,8.5,3
Ob179,2010-12-28T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,9,10,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,9.5,0
Ob180,2010-12-31T00:00:00Z,Ghulam Khan,Pakistan,North Waziristan,4,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.97885509999999,33.0982579,Pakistan,Obama,6,0
Ob181,2011-01-01T00:00:00Z,Mandi Khel,Pakistan,North Waziristan,8,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.3643395,33.0010315,Pakistan,Obama,9,0
Ob182,2011-01-01T00:00:00Z,Mandi Khel,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.3643395,33.0010315,Pakistan,Obama,5,0
Ob183,2011-01-01T00:00:00Z,Datta Khel,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,4.5,0
Ob184,2011-01-01T00:00:00Z,Boya,Pakistan,North Waziristan,4,4,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob185,2011-01-07T00:00:00Z,Ghar Laley,Pakistan,North Waziristan,1,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
Ob186,2011-01-12T00:00:00Z,Haider Khel,Pakistan,North Waziristan,3,6,0,0,0,0,2,15,NA,NA,NA,NA,NA,NA,70.3018453,32.9448348,Pakistan,Obama,4.5,0
Ob187,2011-01-18T00:00:00Z,"Assar Madd Khel, Datta Khel",Pakistan,North Waziristan,3,7,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,5,0
Ob188,2011-01-23T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,2,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,0
Ob189,2011-01-23T00:00:00Z,Doga Mada Khel,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,2.5,0
Ob190,2011-01-23T00:00:00Z,Razmak,Pakistan,North Waziristan,4,6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,69.829959,32.6787572,Pakistan,Obama,5,0
Ob191,2011-02-20T00:00:00Z,"Kazha Punga area, Tehsil Birmal",Pakistan,South Waziristan,6,8,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,69.44027779999999,32.2722222,Pakistan,Obama,7,0
Ob192,2011-02-21T00:00:00Z,Malik Jashdar,Pakistan,North Waziristan,7,14,0,11,0,0,10,10,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,10.5,5.5
Ob193,2011-02-24T00:00:00Z,Mohammad Khel,Pakistan,North Waziristan,4,7,0,0,0,0,3,2,NA,NA,NA,NA,NA,NA,69.88505409999999,32.9570568,Pakistan,Obama,5.5,0
Ob194,2011-03-08T00:00:00Z,Landidog,Pakistan,South Waziristan,2,5,0,5,0,0,2,2,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,3.5,2.5
Ob195,2011-03-09T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,5,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA,70.4333615,33.1500497,Pakistan,Obama,5,0
Ob196,2011-03-11T00:00:00Z,Khesoor,Pakistan,North Waziristan,4,12,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,74.4408385,31.1178653,Pakistan,Obama,8,5
Ob197,2011-03-11T00:00:00Z,Ghoroski,Pakistan,North Waziristan,4,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4,0
Ob198,2011-03-13T00:00:00Z,Azam Warsak,Pakistan,South Waziristan,0,4,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,69.4285474,32.2907333,Pakistan,Obama,2,0
Ob199,2011-03-13T00:00:00Z,"Ishar Morr area, Qutab Khel, Miranshah",Pakistan,North Waziristan,4,7,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,70.0592459,32.9684804,Pakistan,Obama,5.5,0
Ob200,2011-03-14T00:00:00Z,Malik Jashdar,Pakistan,North Waziristan,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,69.34511599999999,30.375321,Pakistan,Obama,4.5,0
