strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes,long,lat,spatial_country,president,avg_ppl_killed,avg_civ_killed
SOM088,2018-03-12T00:00:00Z,"Kamsuuma, Lower Juba region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,41.6011814,0.224021,Somalia,Trump,0,0
SOM089,2018-03-13T00:00:00Z,"Jamecco, Middle Shabelle",Somalia,NA,12,12,0,0,0,0,15,15,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,45.9039689,2.9250247,Somalia,Trump,12,0
SOM090,2018-03-19T00:00:00Z,"Mubarak, Lower Shabelle",Somalia,NA,2,2,0,0,0,0,3,3,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,44.7732994,1.9180511,Somalia,Trump,2,0
YEM307,2018-03-22T00:00:00Z,Wadi Abida,Yemen,Marib,5,7,0,0,0,0,0,0,Possible,TRUE,TRUE,US air or drone strike,1,1,48.516388,15.552727,Yemen,Trump,6,0
YEM308,2018-03-26T00:00:00Z,NA,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,3,3,NA,NA,NA,Trump,0,0
YEM309,2018-03-29T00:00:00Z,Sawmaah,Yemen,Bayda,3,4,0,3,0,0,0,2,Confirmed,TRUE,TRUE,US air or drone strike,1,1,48.516388,15.552727,Yemen,Trump,3.5,1.5
SOM091,2018-04-01T00:00:00Z,"El Burr, Galmudug",Somalia,NA,6,6,2,2,1,1,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1,46.9805103,4.819413,Somalia,Trump,6,2
SOM092,2018-04-05T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,42.778437,0.4919195,Somalia,Trump,3,0
SOM093,2018-04-11T00:00:00Z,"Jana Cabdalle, Kismayo",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,42.2886218,0.0289029,Somalia,Trump,0,0
YEM310,2018-04-11T00:00:00Z,NA,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
SOM094,2018-04-16T00:00:00Z,"Leego, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,44.2479015,1.8766458,Somalia,Trump,0,0
YEM311,2018-04-23T00:00:00Z,NA,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
YEM312,2018-04-30T00:00:00Z,NA,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,2,2,NA,NA,NA,Trump,0,0
SOM095,2018-05-09T00:00:00Z,Lower Shabelle,Somalia,NA,0,5,0,5,0,0,0,0,Confirmed,FALSE,FALSE,Ground operation - Somali-led operation,1,1,44.2479015,1.8766458,Somalia,Trump,2.5,2.5
YEM313,2018-05-14T00:00:00Z,NA,Yemen,Shabwah,2,3,0,1,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1,NA,NA,NA,Trump,2.5,0.5
SOM096,2018-05-23T00:00:00Z,Lower Shabelle,Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,44.2479015,1.8766458,Somalia,Trump,10,0
SOM097,2018-05-31T00:00:00Z,30 miles southwest of Mogadishu,Somalia,NA,12,12,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,45.3181623,2.0469343,Somalia,Trump,12,0
SOM098,2018-06-02T00:00:00Z,26 miles southwest of Bosasso,Somalia,NA,27,27,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,49.1878994,11.2755407,Somalia,Trump,27,0
SOM099,2018-06-03T00:00:00Z,24 miles southwest of Bosasso,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1,49.1878994,11.2755407,Somalia,Trump,0,0
SOM100,2018-06-08T00:00:00Z,Jubaland,Somalia,NA,1,1,0,0,0,0,5,5,Confirmed,FALSE,FALSE,Ground operation,1,1,46.199616,5.152149,Somalia,Trump,1,0
YEM314,2018-06-23T00:00:00Z,NA,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
YEM315,2018-06-30T00:00:00Z,NA,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
YEM316,2018-07-22T00:00:00Z,NA,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
SOM101,2018-07-23T00:00:00Z,50 kilometres north of Kismayo,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5460573,-0.3560455,Somalia,Trump,0,0
YEM317,2018-07-24T00:00:00Z,NA,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
SOM102,2018-08-02T00:00:00Z,74 miles northwest of Mogadishu,Somalia,NA,4,4,0,3,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.3181623,2.0469343,Somalia,Trump,4,1.5
YEM318,2018-08-14T00:00:00Z,NA,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
SOM103,2018-08-21T00:00:00Z,46 kilometres northeast of Kismayo,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5460573,-0.3560455,Somalia,Trump,2,0
SOM104,2018-08-27T00:00:00Z,40 kilometers southwest of Mogadishu,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.3181623,2.0469343,Somalia,Trump,3,0
YEM319,2018-09-09T00:00:00Z,Ahwar,Yemen,Abyan,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,46.7115929,13.5219195,Yemen,Trump,4,0
SOM105,2018-09-11T00:00:00Z,"Mubaraak, 37 miles west of Mogadishu",Somalia,NA,2,2,0,0,0,0,1,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.3181623,2.0469343,Somalia,Trump,2,0
YEM320,2018-09-18T00:00:00Z,NA,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,0,0
SOM106,2018-09-21T00:00:00Z,"50 kilometres northwest of Kismayo, Lower Juba",Somalia,NA,18,18,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5460573,-0.3560455,Somalia,Trump,18,0
SOM107,2018-10-01T00:00:00Z,40 kilometres northeast of Kismayo,Somalia,NA,9,9,0,0,0,0,1,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5460573,-0.3560455,Somalia,Trump,9,0
SOM108,2018-10-06T00:00:00Z,"Near Kunya Barrow, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,1,0
SOM109,2018-10-12T00:00:00Z,"Haradere, Galmudug",Somalia,NA,60,60,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1,47.8563151,4.655952399999999,Somalia,Trump,60,0
SOM110,2018-10-14T00:00:00Z,"Vicinity of Araara, Lower Juba region",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,41.6011814,0.224021,Somalia,Trump,4,0
SOM111,2018-10-25T00:00:00Z,Vicinity of Kunya Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,2,0
SOM112,2018-11-19T00:00:00Z,Vicinity of Debatscile,Somalia,NA,27,27,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,27,0
SOM113,2018-11-19T00:00:00Z,Vicinity of Debatscile,Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,10,0
SOM114,2018-11-20T00:00:00Z,"Vicinity of Quy Cad, Mudug",Somalia,NA,7,7,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,47.7637565,6.5656726,Somalia,Trump,7,0
SOM115,2018-11-21T00:00:00Z,"Vicinity of Haradere, Galmudug",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,47.8563151,4.655952399999999,Somalia,Trump,6,0
SOM116,2018-11-21T00:00:00Z,"Vicinity of Haradere, Galmudug",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,47.8563151,4.655952399999999,Somalia,Trump,0,0
YEM321,2018-11-25T00:00:00Z,al Qrishia,Yemen,Bayda,5,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1,48.516388,15.552727,Yemen,Trump,6.5,0
SOM117,2018-11-27T00:00:00Z,"Vicinity of Quy Cad, Near Debatscile, Mudug region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,47.7637565,6.5656726,Somalia,Trump,3,0
SOM118,2018-11-30T00:00:00Z,Near Lebede,Somalia,NA,9,9,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,9,0
SOM119,2018-12-04T00:00:00Z,"Vicinity of Awdheegle, Lower Shabelle",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.833004,1.9805365,Somalia,Trump,4,0
SOM120,2018-12-08T00:00:00Z,Vicinity of Basra,Somalia,NA,4,4,0,1,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,4,0.5
SOM121,2018-12-15T00:00:00Z,Vicinity of Gandarshe,Somalia,NA,34,34,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,4,4,46.199616,5.152149,Somalia,Trump,34,0
SOM122,2018-12-16T00:00:00Z,Vicinity of Gandarshe,Somalia,NA,28,28,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,46.199616,5.152149,Somalia,Trump,28,0
SOM123,2018-12-19T00:00:00Z,Vicinity of Beled Amin South​,Somalia,NA,11,11,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,45.3862889,2.3583953,Somalia,Trump,11,0
YEM322,2019-01-01T00:00:00Z,NA,Yemen,Marib,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,NA,NA,NA,Trump,1,0
SOM124,2019-01-02T00:00:00Z,"Vicinity of Dheerow Sanle, Lower Shabelle",Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,43.2730556,1.7661111,Somalia,Trump,10,0
SOM125,2019-01-06T00:00:00Z,"Vicinity of Dheerow Sanle, Lower Shabelle",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,43.2730556,1.7661111,Somalia,Trump,6,0
SOM126,2019-01-07T00:00:00Z,"Vicinity of Baqdaad, Lower Juba region​",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,41.6011814,0.224021,Somalia,Trump,4,0
SOM127,2019-01-08T00:00:00Z,"Vicinity of Yaaq Braawe, Bay Region​",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,43.1716667,1.9672222,Somalia,Trump,6,0
SOM128,2019-01-19T00:00:00Z,"Near Jilib, Middle Juba region",Somalia,NA,52,52,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,52,0
SOM129,2019-01-23T00:00:00Z,"Near Jilib, Middle Juba region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,42.778437,0.4919195,Somalia,Trump,0,0
SOM130,2019-01-30T00:00:00Z,"Vicinity of Shebeeley, Hiran Region",Somalia,NA,24,24,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.29938620000001,4.321015,Somalia,Trump,24,0
SOM131,2019-02-01T00:00:00Z,"Vicinity of Gandarshe, Lower Shabelle Region",Somalia,NA,13,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,NA,NA,NA,Trump,13,0
SOM132,2019-02-03T00:00:00Z,"Vicinity of Gandarshe, Lower Shabelle Region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,NA,NA,NA,Trump,0,0
SOM133,2019-02-05T00:00:00Z,"Vicinity of Leego, Bay Region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.5103372,2.7157668,Somalia,Trump,0,0
SOM134,2019-02-06T00:00:00Z,"Gandarshe, Lower Shabelle",Somalia,NA,11,11,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,NA,NA,NA,Trump,11,0
SOM135,2019-02-07T00:00:00Z,"Bariire, Lower Shabelle region",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.8961366,2.0473184,Somalia,Trump,4,0
SOM136,2019-02-08T00:00:00Z,Kobon,Somalia,NA,8,8,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,8,0
SOM137,2019-02-11T00:00:00Z,"Janaale, Lower Shabelle",Somalia,NA,12,13,0,13,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,44.6935736,1.8076962,Somalia,Trump,12.5,6.5
SOM138,2019-02-23T00:00:00Z,"Kunyow Barrow, 250km southwest of Mogadishu",Somalia,NA,2,4,0,3,0,1,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,45.3181623,2.0469343,Somalia,Trump,3,1.5
SOM139,2019-02-23T00:00:00Z,"Vicinity of Awdeegle, 50 km west of Mogadishu",Somalia,NA,0,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.833004,1.9805365,Somalia,Trump,1.5,0
SOM140,2019-02-23T00:00:00Z,"Vicinity of Janaale, 75 km southwest of Mogadishu",Somalia,NA,0,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.6935736,1.8076962,Somalia,Trump,1,0
SOM141,2019-02-24T00:00:00Z,"Rural location, 23 miles east of Beledweyne, Hiran Region",Somalia,NA,35,35,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.2009362,4.7429412,Somalia,Trump,35,0
SOM142,2019-02-25T00:00:00Z,"Vicinity of Shebeeley, Hiran Region, Somalia",Somalia,NA,20,20,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.29938620000001,4.321015,Somalia,Trump,20,0
SOM143,2019-02-28T00:00:00Z,Vicinity of Hiran,Somalia,NA,26,26,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.29938620000001,4.321015,Somalia,Trump,26,0
SOM144,2019-03-11T00:00:00Z,"Vicinity of Dara Salaam, Lower Shabelle Region",Somalia,NA,8,8,0,7,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,8,3.5
SOM145,2019-03-12T00:00:00Z,"Vicinity of Huley, Lower Shabelle region.",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,2,0
SOM146,2019-03-13T00:00:00Z,"Vicinity of Malayle, Lower Juba region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,41.6011814,0.224021,Somalia,Trump,3,0
SOM147,2019-03-18T00:00:00Z,"Awdheegle, lower Shabelle region",Somalia,NA,3,7,0,4,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.833004,1.9805365,Somalia,Trump,5,2
YEM323,2019-03-31T00:00:00Z,NA,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,6,6,NA,NA,NA,Trump,0,0
SOM148,2019-04-09T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,1,0
SOM149,2019-04-11T00:00:00Z,"Garowle, Lower Shabelle region",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,2,0
SOM150,2019-04-14T00:00:00Z,"Vicinity of Xiriiro, Bari region",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,50.25148979999999,9.9770898,Somalia,Trump,1,0
SOM151,2019-04-19T00:00:00Z,"Vicinity of Jamaame, Lower Juba Region",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.7442571,0.0668528,Somalia,Trump,2,0
SOM152,2019-04-26T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,3,0
SOM153,2019-05-05T00:00:00Z,Vicinity of Tortoroow,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,3,0
SOM154,2019-05-08T00:00:00Z,Golis Mountains,Somalia,NA,13,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,13,0
SOM155,2019-05-09T00:00:00Z,Golis Mountains,Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,4,0
SOM156,2019-05-22T00:00:00Z,Golis Mountains,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,2,0
SOM157,2019-05-22T00:00:00Z,"Baled Amin, lower Shabelle",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,2,0
SOM158,2019-05-24T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,3,0
SOM159,2019-05-26T00:00:00Z,Golis Mountains,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,3,0
SOM160,2019-06-04T00:00:00Z,Golis Mountains,Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,6,0
SOM161,2019-06-05T00:00:00Z,Vicinity of Tortoroow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM162,2019-06-16T00:00:00Z,Vicinity of Jilib,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,42.778437,0.4919195,Somalia,Trump,2,0
SOM163,2019-06-24T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,1,0
YEM324,2019-06-24T00:00:00Z,Dhi Naim,Yemen,Badya,0,5,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1,48.516388,15.552727,Yemen,Trump,2.5,0
SOM164,2019-06-25T00:00:00Z,Vicinity of Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM165,2019-07-27T00:00:00Z,Golis Mountains,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,1,0
SOM166,2019-08-20T00:00:00Z,Vicinity of Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM167,2019-09-03T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,42.778437,0.4919195,Somalia,Trump,1,0
SOM168,2019-09-17T00:00:00Z,"Northwest of Kismayo, lower Juba province",Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5460573,-0.3560455,Somalia,Trump,2,0
SOM168a,2019-09-24T00:00:00Z,"near Ugungi, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.2479015,1.8766458,Somalia,Trump,0,0
SOM169,2019-09-30T00:00:00Z,"Baledogle Military Airfield (BMA) complex, Baledogle",Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.7967222,2.6673418,Somalia,Trump,10,0
SOM170,2019-09-30T00:00:00Z,Near Kunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM171,2019-10-25T00:00:00Z,"Ameyra village, Golis Mountains",Somalia,NA,3,3,0,2,0,0,0,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,44.916667,9.866667,Somalia,Trump,3,1
SOM172,2019-11-12T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,1,0
SOM173,2019-11-19T00:00:00Z,near Qunyo Barrow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM174,2019-11-30T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,0,0
SOM175,2019-12-09T00:00:00Z,Vicinity of Saakow,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.4503578,1.6429516,Somalia,Trump,1,0
SOM176,2019-12-16T00:00:00Z,Vicinity of Dujuuma,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.5779182,1.2540403,Somalia,Trump,1,0
SOM177,2019-12-29T00:00:00Z,Qunyo Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,46.199616,5.152149,Somalia,Trump,2,0
SOM178,2019-12-29T00:00:00Z,Caliyoow Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,2,0
SOM179,2020-01-03T00:00:00Z,Bacaw,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,3,0
SOM180,2020-01-16T00:00:00Z,Vicinity of Qunyo Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,2,0
SOM181,2020-01-19T00:00:00Z,Near Bangeeni,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,3,0
SOM182,2020-01-26T00:00:00Z,Near Jamaame,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.7442571,0.0668528,Somalia,Trump,0,0
SOM183,2020-01-27T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,1,0,1,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,1,0.5
SOM184,2020-01-29T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,0,0
SOM185,2020-02-02T00:00:00Z,Vicinity of Jilib,Somalia,NA,1,2,0,1,0,0,0,2,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,1.5,0.5
SOM186,2020-02-04T00:00:00Z,Vicinity of Beer Xaani,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,46.199616,5.152149,Somalia,Trump,1,0
SOM187,2020-02-06T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,2,2,Confirmed,TRUE,FALSE,Air operation - drone or air strike,2,2,42.778437,0.4919195,Somalia,Trump,0,0
SOM188,2020-02-17T00:00:00Z,Vicinity of Jilib,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,42.778437,0.4919195,Somalia,Trump,0,0
SOM189,2020-02-19T00:00:00Z,Vicinity of Wadajir,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1,45.2946934,2.0212614,Somalia,Trump,3,0
